Index,Organization Id,Name,Website,Country,Description,Founded,Industry,Number of employees
398,eCB7Aae9A6cB36D,Skinner PLC,https://spears.com/,Anguilla,Front-line next generation algorithm,2006,Legal Services,485
399,ea75cD979Ec705F,Bowen-Shaw,https://www.shannon.com/,Cook Islands,Vision-oriented mobile interface,1987,Medical Equipment,1243
400,f6CEfe6cBEaF3A2,"Graves, Hogan and Bryan",https://www.sanders-obrien.info/,Puerto Rico,Seamless asynchronous data-warehouse,1982,Dairy,2856
401,fBE5c3EC42Ef478,George-Ramirez,http://winters.biz/,Mexico,User-friendly multimedia encoding,2018,International Trade / Development,522
402,2A254Fb0Ad525E6,Schroeder-Powell,http://bradshaw.net/,Uruguay,User-centric actuating collaboration,1998,Facilities Services,8061
403,6e55eBc25779EC5,"Trevino, Lawson and Avila",http://www.solomon.com/,Philippines,Right-sized executive data-warehouse,1992,Package / Freight Delivery,4201
404,c2Ac9Fb81bBfCFd,Duarte-Boone,http://www.gibbs-petersen.com/,Sierra Leone,Expanded mission-critical standardization,2010,Gambling / Casinos,1363
405,246d8De4cadAdea,Jacobson Inc,https://love-horton.com/,Peru,Fundamental 3rdgeneration website,2016,Broadcast Media,451
406,813f5339Ad1cf6e,Sparks-Savage,http://sanchez.info/,Macao,Enhanced systemic conglomeration,1995,Electrical / Electronic Manufacturing,9288
407,eb4bF3473a5AfB6,Herring-Kline,https://www.gross.com/,Solomon Islands,Compatible hybrid functionalities,2006,Consumer Services,2983
408,3a4Fd31d16d2A42,Garner-Hoover,https://www.armstrong-burch.com/,Indonesia,Fundamental 4thgeneration productivity,1981,Information Services,6405
409,EBdCEAf8b6B2fb5,Schaefer Ltd,http://www.underwood.com/,British Indian Ocean Territory (Chagos Archipelago),Managed national product,1983,Leisure / Travel,5199
410,8bBC7a4bA6388F6,"Peters, Booker and Ramirez",http://www.mcdowell.com/,Korea,Cross-group executive database,1976,Newspapers / Journalism,4559
411,eE2D54F3Ad9c126,Cantrell-Glover,https://www.lowe-andrade.com/,Aruba,Reduced foreground firmware,1970,Facilities Services,313
412,4359C6b7533Ebf9,Trujillo-Copeland,https://www.brennan.com/,Taiwan,Diverse responsive implementation,2009,Shipbuilding,2258
413,F932fE8fc8bdBB5,Acosta LLC,http://macias.com/,Egypt,Synergized mission-critical alliance,1987,Maritime,2378
414,e80c7A5efCd4FAd,Romero Ltd,http://fuller-schmidt.com/,Montserrat,Synergized exuding neural-net,2021,Glass / Ceramics / Concrete,4366
415,C9d4Fb3bEBd10bc,Esparza Inc,https://crawford.com/,Isle of Man,Customizable bi-directional emulation,1973,Government Relations,9246
416,DB6109ab9Fff8f4,Richard-Conway,https://www.cisneros.com/,Lao People's Democratic Republic,Switchable transitional toolset,1988,Fundraising,9510
417,64D0598e6f89c12,"Santiago, Colon and Castaneda",http://hobbs-hull.com/,Iraq,Function-based systematic structure,1972,Other Industry,4864
418,aB6fB6DaBbeFBcd,"Holloway, Kaufman and Cross",https://floyd.com/,United States Minor Outlying Islands,Vision-oriented client-driven hub,1976,Arts / Crafts,9728
419,899bB7fFb24dB4f,Ward-Hull,http://www.rich-cuevas.net/,Nigeria,Implemented didactic circuit,1992,Legislative Office,1820
420,fA6F5FdDe1fA676,"Gamble, Golden and Bauer",http://www.mooney-dunlap.com/,Yemen,Intuitive uniform monitoring,2004,Veterinary,123
421,8a3f4C30964e1Af,Small-Peters,http://www.graham-vazquez.com/,Russian Federation,Total mission-critical monitoring,1970,Computer Hardware,9212
422,d91eC733ad5eEdA,Zamora-Bryan,http://www.reid.com/,Seychelles,Face-to-face tertiary installation,1997,Food / Beverages,5592
423,b652ddF7A4E3DDc,Fisher-Golden,http://www.cuevas-warner.info/,Myanmar,Quality-focused intangible matrix,2003,Medical Practice,3274
424,cdc1aF831afDf88,"Ellis, Gutierrez and Bush",http://www.cantrell.com/,Papua New Guinea,Managed human-resource core,2013,Real Estate / Mortgage,4414
425,e4ECA9070d0ffad,"Bray, Boyle and Morrison",http://warner.org/,Tunisia,Multi-layered tangible framework,1978,Investment Banking / Venture,6353
426,10F36ADe6f82dFE,Osborn-Howard,https://singh-gibbs.com/,Liberia,Inverse optimal core,1999,Newspapers / Journalism,1133
427,b9c3c546ef12386,"Rollins, Hoffman and Bender",https://www.mccullough-herring.com/,Niger,Configurable national flexibility,1992,Library,5599
428,D253B3cEE134fed,Gallagher-Patel,https://welch-pitts.com/,Central African Republic,Operative disintermediate frame,1984,Computer / Network Security,9633
429,2aA7CEfa23acc4b,"Jarvis, Patrick and Farmer",http://gonzales.com/,Sri Lanka,Persevering context-sensitive capacity,1987,Warehousing,7563
430,3C6fd0d86E7BAAF,Smith-Terrell,http://www.fowler.com/,Cameroon,User-centric tangible contingency,2003,Mental Health Care,404
431,ed8ABDCda9dd862,"Esparza, Lyons and Diaz",http://durham.com/,Botswana,Total homogeneous standardization,1976,Library,9231
432,8AEc5b28dEfbCc6,Nichols-Maynard,http://www.walter-parrish.com/,Martinique,Reverse-engineered local infrastructure,1977,Photography,779
433,Ba4Ed05a7e04feC,"Mcintyre, Williams and Gray",http://bass.com/,Germany,Self-enabling asynchronous budgetary management,2012,Industrial Automation,6366
434,b9Be4Fc8E2579F8,Sexton Ltd,https://dunn.com/,Tajikistan,Up-sized leadingedge info-mediaries,1984,Environmental Services,3590
435,c7E8Caa3fe0ea9C,Wilson-Garrett,https://benjamin.com/,Denmark,Advanced bifurcated database,1975,Photography,3238
436,DfFd5cb3C19FA22,Finley-Sloan,https://www.marsh.org/,Bangladesh,Self-enabling bi-directional parallelism,2013,Graphic Design / Web Design,5042
437,ecDdb1DbF500Ec1,"Moon, Hendrix and Morton",http://www.donovan-mcmillan.com/,Sao Tome and Principe,Configurable contextually-based process improvement,2009,Fishery,2131
438,1A1B5789e3EaeBe,Finley Ltd,http://www.medina.com/,Portugal,Triple-buffered web-enabled complexity,2000,Recreational Facilities / Services,728
439,F332EbdbF6EDEa1,Rojas-Castro,https://www.mcdonald.com/,Saint Martin,Expanded bi-directional definition,1981,Construction,8201
440,Ac3Ce792fadCd5f,Wang-Holloway,https://www.hendrix.net/,Germany,Business-focused mobile hardware,1992,Computer Games,4447
441,ACC61A49398bDD4,Collier-Howe,http://pratt.com/,American Samoa,Polarized high-level complexity,1972,Education Management,1416
442,0daFfd6b62b2Ddc,Wilkins-Bright,https://moody.biz/,Philippines,Universal uniform structure,1979,Restaurants,751
443,57A23e8bcf9d340,Larson and Sons,http://www.braun.com/,Jersey,Pre-emptive disintermediate flexibility,1970,Real Estate / Mortgage,3786
444,537fDeebAeE6bC4,"Davidson, Church and Sutton",http://www.shaffer-pollard.com/,Yemen,Total actuating artificial intelligence,1984,Maritime,9719
445,E5De6aCBD50d1B0,"Olsen, Oneal and Benton",https://www.perez.net/,Maldives,Triple-buffered asynchronous extranet,1983,International Affairs,6078
446,12a9BcA2E517Fb3,Lin-Weiss,https://www.coleman-lam.net/,Luxembourg,Fully-configurable web-enabled encryption,1976,Cosmetics,2363
447,eDBDABFD62CBea7,"Clements, Hahn and Stark",https://richards.com/,Cambodia,Streamlined mission-critical leverage,1975,Hospitality,7663
448,4F223d5C80A096D,Huang-Ochoa,http://www.rosales.com/,Guadeloupe,Automated explicit benchmark,2008,Apparel / Fashion,6839
449,b9f7DCE0f4F1aB4,Garza-Obrien,http://www.page.com/,Nepal,Enhanced 4thgeneration emulation,2014,Machinery,1137
450,9C9AD5abae300F4,"Lin, Rasmussen and Graves",http://www.evans-graham.com/,Bahrain,Future-proofed 24hour access,1997,Business Supplies / Equipment,6903
451,A66737cE0cCb2c6,Huerta PLC,https://www.byrd.org/,Gambia,Operative fault-tolerant alliance,1970,Dairy,4337
452,a0d87f09Fb9d6D4,Lawson Ltd,http://www.tanner-bolton.com/,Mauritius,Public-key national concept,1985,Machinery,4988
453,B35CAaaA264f0AF,"Bond, Snyder and Dixon",http://farmer.org/,Saint Pierre and Miquelon,Open-architected 3rdgeneration pricing structure,2018,Individual / Family Services,9271
454,dcBFdC5B5ef0C20,"Galvan, Clarke and Murray",https://hutchinson.net/,Eritrea,Cross-group 5thgeneration productivity,2005,Performing Arts,8788
455,c357e7EceE0Ec17,"Jordan, Duffy and Guzman",http://www.richmond.com/,Italy,Persevering needs-based knowledgebase,1974,Hospital / Health Care,5201
456,51Ccd5cdfdbA968,Morrison-Ramos,http://www.ray-johnson.info/,Korea,Synergized bi-directional algorithm,1988,Consumer Services,1587
457,D2Ec908Ab8c0c38,Good-Macias,http://lawrence.org/,Nigeria,Multi-layered bandwidth-monitored hierarchy,2014,Dairy,3744
458,9aCCDfeAF7b9Fd7,"Wade, Walls and Maynard",https://www.meyer.com/,Uruguay,Ameliorated neutral monitoring,1997,Alternative Medicine,317
459,c752f7a2f5cc75d,Sexton-Meza,http://ryan-hurley.com/,Tonga,Self-enabling foreground parallelism,2021,Automotive,4820
460,Bed9fEADDC70a6c,Singh-Bartlett,https://www.forbes-joyce.com/,Slovenia,Digitized optimizing time-frame,1988,Wireless,866
461,C7AFe1E7295d09a,Roth and Sons,http://durham.com/,Angola,Visionary heuristic throughput,1994,Computer Hardware,311
462,2402eCd89B5E16D,"Velazquez, Brewer and Mahoney",http://www.mack-doyle.com/,Haiti,Synergistic upward-trending installation,2004,Performing Arts,3884
463,5fdD9eeCDb02e0f,"Tucker, Hartman and Mathews",http://www.galloway.net/,Oman,Phased dedicated success,1982,Restaurants,9088
464,EFDcb0cbCDD1AAa,Patrick LLC,http://www.huerta.com/,United States of America,Managed intermediate pricing structure,1997,Facilities Services,7948
465,9e9d7dd6fC1dbc5,Hubbard-Clements,https://pollard-davidson.info/,Slovenia,Virtual demand-driven complexity,2015,Warehousing,1787
466,A5c4BeADeDD7Bb4,"Bradford, Joyce and Pennington",https://swanson.com/,Niger,Intuitive multimedia superstructure,2010,Law Practice / Law Firms,4823
467,2FaB6dAd4AfE024,Marquez-Blankenship,https://nolan.net/,American Samoa,Self-enabling optimal adapter,1989,Warehousing,8562
468,5D0c0f0adBFA445,"Aguirre, Hicks and Garrison",http://www.figueroa.biz/,Nepal,Fully-configurable zero-defect frame,1990,Library,4851
469,dc3eabeb28FCfE2,"Daniel, Mcintosh and Dickson",https://www.austin-richards.com/,Netherlands,Distributed next generation algorithm,2002,Library,1201
470,f03861dC4857c02,"Frost, Hebert and Rojas",https://harrell.info/,Sao Tome and Principe,Proactive bottom-line initiative,2008,Plastics,2521
471,65D404Ef2f8c294,Bradford and Sons,http://www.knapp-randolph.org/,Suriname,Managed upward-trending encryption,2010,Veterinary,622
472,a1C2B67b5A01adf,Boyd LLC,https://herrera.com/,American Samoa,Open-architected multi-tasking functionalities,1975,Luxury Goods / Jewelry,159
473,b419bFbDf7cEb25,Cooke-Mcgee,http://www.woodard-beck.net/,Germany,Polarized high-level service-desk,2014,Music,3064
474,F1d537929fa45ad,Mcconnell-Schroeder,https://kirby-weber.info/,Ecuador,Integrated 24hour forecast,2009,Primary / Secondary Education,4884
475,B25FFE2fdBC55d1,Sampson-Copeland,https://west.com/,Bouvet Island (Bouvetoya),Networked leadingedge concept,2015,Marketing / Advertising / Sales,3811
476,ED8dE6F5F3a97DB,Livingston Ltd,https://www.holt.biz/,Korea,Face-to-face full-range contingency,1994,Hospitality,5395
477,5B77F60C3Cc6ae6,"Barnett, Ho and Shah",http://www.joyce-ochoa.com/,Belgium,Cross-group user-facing middleware,1983,Information Services,5971
478,F3dA775Bab0f1f7,Wise-Valenzuela,http://allen.com/,Guadeloupe,Quality-focused cohesive website,1991,Chemicals,3269
479,a42dEAFEEFCD41F,Shields LLC,https://www.villarreal.info/,Saudi Arabia,Decentralized real-time utilization,2005,Sports,1547
480,D5e778EF78bfc2f,"Pennington, Hooper and Perkins",https://www.sparks-proctor.com/,Saint Barthelemy,Customizable user-facing initiative,1984,Dairy,8560
481,1A1402CAa5A1f1c,Estrada-Leon,https://www.myers-bradley.com/,Cocos (Keeling) Islands,De-engineered executive initiative,1984,Events Services,4218
482,06fAe819ccE7D30,Beard PLC,http://evans-herman.org/,France,Multi-layered clear-thinking paradigm,1974,Facilities Services,2987
483,bfbafA179E73bE7,Bates PLC,http://www.grant.com/,New Zealand,Inverse non-volatile archive,1984,Religious Institutions,674
484,1bFF3577dbcEb9A,Macdonald-Villegas,http://www.kramer.net/,Nicaragua,User-friendly cohesive artificial intelligence,2010,Animation,8501
485,DAA6D3E06EaDa02,"Mata, Benjamin and Sanchez",http://www.harris.com/,Western Sahara,Total responsive adapter,1986,Business Supplies / Equipment,2814
486,5b62b5165B3A0C8,"Rice, Norton and Stein",http://mccann.info/,Cook Islands,Visionary scalable ability,2007,Transportation,6307
487,BD4fe0a98Ee79C2,Mahoney-Lowe,http://www.barajas.com/,Wallis and Futuna,Balanced systematic info-mediaries,2006,Logistics / Procurement,5763
488,B061d4651eDB294,Simmons Group,http://www.oliver.net/,Sweden,Diverse zero-defect attitude,1985,Entertainment / Movie Production,3416
489,6aA8Ef34dCeEd25,"Holt, Morris and Delgado",https://www.skinner.com/,Argentina,Innovative stable Local Area Network,1999,Translation / Localization,7672
490,b0e3302F6101261,"Yates, Best and Zuniga",https://www.chavez.net/,Trinidad and Tobago,Multi-lateral local infrastructure,2001,Food Production,1009
491,5ee52CbB3A2ea9d,Byrd LLC,http://ramirez.com/,Palau,Object-based 5thgeneration synergy,1981,Mental Health Care,6537
492,0a3Ca1E9C01BAAE,Barber LLC,http://roth-riley.com/,Antarctica (the territory South of 60 deg S),Distributed tangible productivity,1998,Insurance,1021
493,52bc0070051fBF9,Potter-Solis,http://riley.biz/,Kenya,Horizontal asymmetric interface,1993,Entertainment / Movie Production,4209
494,dCA30bEc2E880F8,Ramos-Kemp,http://page.com/,Montserrat,Enterprise-wide modular extranet,1979,Ranching,699
495,E60D6e153aa2e78,Cisneros-Parks,http://www.gutierrez.com/,Pakistan,Face-to-face heuristic superstructure,1992,Printing,7884
496,9D3Ec64eBDc768E,Jenkins Inc,https://evans.com/,Zimbabwe,Visionary radical approach,2019,Renewables / Environment,1864
497,cA9D6b6FDefC6B8,"Cummings, Woodard and Wiley",http://www.blackburn-cochran.com/,Western Sahara,Multi-lateral needs-based concept,2006,Wine / Spirits,7436
498,6a390f1BDcCFB4a,Holloway-Ali,https://www.ferguson.com/,Russian Federation,Enhanced multimedia database,2001,Library,648
499,bC6aDFff45c6bDD,Mclaughlin LLC,http://coleman.com/,Estonia,Open-architected mobile orchestration,1975,Ranching,5650
500,ff39194b871F0dB,Macias-Chung,https://levine.com/,Palau,Object-based dynamic installation,1985,Motion Pictures / Film,8958
501,8F3D5626D7D4F41,Ramos Ltd,https://www.werner-holder.biz/,Gambia,Focused zero administration open system,2018,Computer / Network Security,9088
502,318C1F58cFcBda9,Weaver-Barnett,https://www.patton-ayers.com/,Belarus,Managed disintermediate moderator,1991,Business Supplies / Equipment,8600
503,ab7EcA27EcCbc44,Macdonald PLC,https://www.brown.biz/,Rwanda,Horizontal neutral algorithm,1971,Gambling / Casinos,9950
504,69DCF87B76e8d91,Coffey-Hooper,http://mendoza-burnett.com/,Eritrea,Phased heuristic strategy,2007,Pharmaceuticals,2660
505,61dA9fefC27c3a9,Ayers-Hernandez,https://case.com/,India,Cross-group logistical success,1992,Higher Education / Acadamia,5982
506,795195c9db5E1c0,Cline-Heath,http://www.walter.net/,Chad,Fundamental national data-warehouse,2020,Computer Networking,6977
507,c32ab921aCa1B00,"Rivera, Russo and Romero",https://www.wells-romero.com/,Nicaragua,Versatile leadingedge analyzer,1993,Package / Freight Delivery,8848
508,4aE70BE74F2674D,"Hardy, Ellis and Hopkins",http://www.sampson-johnson.org/,Moldova,Multi-tiered web-enabled initiative,2009,Library,4990
509,3f665DEB1D8d4E9,Gray and Sons,http://dodson.com/,China,Virtual system-worthy adapter,1980,Packaging / Containers,8303
510,f3B2e86f669AbA9,Hogan-Rodgers,https://garner-moreno.net/,Marshall Islands,Programmable stable interface,1970,Glass / Ceramics / Concrete,5029
511,0FAfCa3DCbdb5C5,Baxter-Morgan,https://www.parsons.org/,Saudi Arabia,Balanced value-added access,2005,Paper / Forest Products,545
512,aFEAF6bEef0db13,Frederick-Singh,https://levy-david.com/,Chile,De-engineered system-worthy help-desk,1971,Fine Art,5687
513,778FB7e29D989a6,"Harvey, Pennington and Richard",http://lara.com/,Hungary,User-centric methodical groupware,2016,Computer Hardware,3894
514,41EC4DDD3F62BBC,"Arroyo, Garcia and Patterson",http://www.martin.com/,Denmark,Sharable grid-enabled Internet solution,2020,Wireless,9235
515,90ACD16eC3fFE95,Lynch Ltd,http://robertson.com/,Northern Mariana Islands,Adaptive transitional intranet,1983,Outsourcing / Offshoring,2369
516,1efcc32edE60fca,Rios-Walsh,http://www.hays-berry.com/,Thailand,Reactive attitude-oriented adapter,1973,Renewables / Environment,3747
517,D6a73E79088828f,Sanford Inc,http://www.livingston.com/,Sao Tome and Principe,Function-based leadingedge structure,1997,Professional Training,5994
518,DAD2bd3ae5cE86D,Vasquez-Ochoa,https://www.rose.com/,Cuba,User-centric asymmetric framework,1983,Packaging / Containers,4878
519,BdE60A0ba20f8EC,"Bean, Hudson and Velasquez",http://kramer.com/,Saint Barthelemy,Down-sized tangible alliance,2001,Writing / Editing,7395
520,7D2AD65fddd66C5,Drake PLC,http://www.kane.com/,Mali,Cross-group human-resource framework,2009,Warehousing,4793
521,0a55B0f24D3Eeb1,Weeks-Joseph,http://www.hartman.org/,United Kingdom,Persevering hybrid paradigm,1970,Mining / Metals,4528
522,df5374b39F2fF79,Villegas-Liu,http://kemp-lucero.com/,Malaysia,Synergized 24hour system engine,1991,Mental Health Care,9517
523,95eC7F1C0C5a9F5,"Daniels, Whitney and Valenzuela",https://sosa.com/,Russian Federation,Face-to-face foreground initiative,1988,Human Resources / HR,6869
524,788906D5EDDABE1,Lucero-Trevino,https://palmer.com/,Iran,Extended bandwidth-monitored monitoring,2018,Think Tanks,6403
525,df66E70fAE1aa5d,Barnett-Randolph,http://donaldson.com/,Algeria,Centralized 24hour adapter,1998,Automotive,7518
526,c3B6DFAaa57f88C,"Diaz, Mercer and Yoder",http://www.thornton-rosales.net/,Dominican Republic,Multi-lateral foreground task-force,2013,Medical Practice,4077
527,Ce017B247DB1EDE,Mcmahon and Sons,http://copeland.com/,British Virgin Islands,Re-contextualized 24hour secured line,1997,Medical Practice,6029
528,244f2BdbB45DCBc,Wiley and Sons,https://huerta.com/,Antigua and Barbuda,Upgradable real-time encoding,1994,Transportation,6177
529,bde405D2e490EBe,Salazar-Hanson,https://www.berry.com/,Andorra,Self-enabling empowering focus group,1988,Biotechnology / Greentech,92
530,dE66a10fAf4e5B1,Tanner-Webster,https://www.wu.com/,Chad,Programmable full-range emulation,2006,Pharmaceuticals,4176
531,F98B8cdDCB4FfEd,"Parker, Cherry and Jimenez",https://hanson.info/,Sierra Leone,Face-to-face object-oriented website,2016,Oil / Energy / Solar / Greentech,4261
532,59cFbb4DA336DCb,Briggs PLC,https://randall.info/,Swaziland,Centralized static toolset,1991,Wine / Spirits,5245
533,6e6BF4D43DdFbCd,"Stephenson, Ashley and Chung",http://www.fry.com/,Suriname,Centralized context-sensitive Local Area Network,1974,Glass / Ceramics / Concrete,9716
534,fa302496C8b81dE,Salazar Ltd,https://www.horton-clarke.com/,Cuba,Robust solution-oriented frame,1999,Information Services,2730
535,bcF355a517CB541,"Decker, Wang and Barajas",http://smith.com/,French Southern Territories,Open-architected uniform throughput,1981,Commercial Real Estate,871
536,4cD5fA2EDeADB49,Meza-Schneider,https://www.decker.net/,Monaco,De-engineered non-volatile framework,2015,Religious Institutions,4631
537,994AAd9baA0bef3,Guzman LLC,https://walter-stevens.net/,Chad,Configurable regional focus group,1973,Banking / Mortgage,2251
538,91fC21F3fF0C6A4,Rollins-Meyer,https://www.rosales-stark.com/,Egypt,Phased foreground Graphical User Interface,1996,Biotechnology / Greentech,7454
539,2f417d8EDbecdDA,Copeland-Hobbs,http://davila.org/,Portugal,Enterprise-wide heuristic Graphical User Interface,1991,Computer / Network Security,2174
540,B87a9762ff1eCDC,Mcconnell-Sheppard,https://www.hinton-howard.com/,Cape Verde,Reverse-engineered demand-driven capacity,1995,Primary / Secondary Education,9808
541,979Fc3e02c5f6FC,"Zhang, Sosa and Ayala",http://conrad.com/,Palestinian Territory,Object-based 4thgeneration website,1987,Military Industry,859
542,F7c7DfFB1d299cA,Morris Ltd,http://potter-lutz.com/,Tonga,Persevering zero tolerance forecast,2000,Outsourcing / Offshoring,1351
543,624F5E1C3C0f0a0,"Pierce, Gallegos and Knox",https://www.neal.net/,France,Synchronized real-time conglomeration,2016,Fine Art,6016
544,caa9F2DcfE626cE,Daniels and Sons,https://www.harrison.com/,Saint Vincent and the Grenadines,Cross-platform dedicated Local Area Network,2014,Defense / Space,4354
545,Adbab402A9cC80a,"Hickman, Valentine and Krause",https://reyes.net/,Northern Mariana Islands,Decentralized c
